[note 2025-10-05 12:48:24.338-0700] revisiond[125]  <private> starting, built @ Apr 18 2025 22:19:23
[ERR  2025-10-05 13:25:28.845-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.849-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.849-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.979-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.979-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.979-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.981-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.981-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.982-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.995-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.995-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.995-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.996-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.996-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:28.997-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:29.408-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:29.408-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:29.409-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:29.409-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:29.409-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:29.410-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.850-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.850-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.850-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.850-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.851-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.851-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.916-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:31.920-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.034-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.582-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.583-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.583-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.583-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.583-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.583-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.586-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.586-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:32.662-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.420-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.420-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.420-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.421-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.422-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.422-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.685-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.685-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:35.685-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.502-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.502-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.502-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.502-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.545-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.545-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.545-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.577-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.592-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.592-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.698-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.699-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.699-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.699-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:36.699-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.904-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.905-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.906-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.907-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.907-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.907-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.963-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:37.978-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.006-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.056-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.057-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.057-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.590-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.590-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.590-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.591-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.591-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.592-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.687-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.765-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.766-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.766-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.768-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.768-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.789-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:38.804-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:39.021-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:39.021-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:39.021-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:39.022-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.186-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.187-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.187-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.188-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.189-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.189-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.392-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.531-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.531-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.533-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.533-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.533-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.534-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.536-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.549-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.550-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.641-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.641-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.658-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.685-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.686-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.686-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.686-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:42.687-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.165-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.165-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.165-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.166-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.166-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.167-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.235-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.305-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.305-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.305-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.305-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.379-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.464-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.464-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.468-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.480-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.481-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.886-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.886-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.886-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.887-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.887-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:44.888-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.056-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.096-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.096-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.097-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.098-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.098-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.098-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.131-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.131-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.150-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.165-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.472-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.472-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.472-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:45.472-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:48.428-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:48.428-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:48.428-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:25:48.429-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
